,gene_name,ribosomal_subunit
ENSG00000198768,APCDD1L,False
ENSG00000198771,RCSD1,False
ENSG00000198774,RASSF9,False
ENSG00000198780,FAM169A,False
ENSG00000198783,ZNF830,False
ENSG00000198785,GRIN3A,False
ENSG00000198786,MT-ND5,False
ENSG00000198791,CNOT7,False
ENSG00000198792,TMEM184B,False
ENSG00000198793,MTOR,False
ENSG00000198794,SCAMP5,False
ENSG00000198795,ZNF521,False
ENSG00000198796,ALPK2,False
ENSG00000198797,BRINP2,False
ENSG00000198798,MAGEB3,False
ENSG00000198799,LRIG2,False
ENSG00000198804,MT-CO1,False
ENSG00000198805,PNP,False
ENSG00000198807,PAX9,False
ENSG00000198812,LRRC10,False
ENSG00000198814,GK,False
ENSG00000198815,FOXJ3,False
ENSG00000198816,ZNF358,False
ENSG00000198818,SFT2D1,False
ENSG00000198821,CD247,False
ENSG00000198822,GRM3,False
ENSG00000198824,CHAMP1,False
ENSG00000198825,INPP5F,False
ENSG00000198826,ARHGAP11A,False
ENSG00000198829,SUCNR1,False
ENSG00000198830,HMGN2,False
ENSG00000198832,SELM,False
ENSG00000198833,UBE2J1,False
ENSG00000198835,GJC2,False
ENSG00000198836,OPA1,False
ENSG00000198837,DENND4B,False
ENSG00000198838,RYR3,False
ENSG00000198839,ZNF277,False
ENSG00000198840,MT-ND3,False
ENSG00000198841,KTI12,False
ENSG00000198842,DUSP27,False
ENSG00000198843,SELT,False
ENSG00000198844,ARHGEF15,False
ENSG00000198846,TOX,False
ENSG00000198848,CES1,False
ENSG00000198851,CD3E,False
ENSG00000198853,RUSC2,False
ENSG00000198855,FICD,False
ENSG00000198856,OSTC,False
ENSG00000198858,R3HDM4,False
ENSG00000198860,TSEN15,False
ENSG00000198862,LTN1,False
ENSG00000198863,RUNDC1,False
ENSG00000198865,CCDC152,False
ENSG00000198870,STKLD1,False
ENSG00000198873,GRK5,False
ENSG00000198874,TYW1,False
ENSG00000198876,DCAF12,False
ENSG00000198879,SFMBT2,False
ENSG00000198881,ASB12,False
ENSG00000198883,PNMA5,False
ENSG00000198885,ITPRIPL1,False
ENSG00000198886,MT-ND4,False
ENSG00000198887,SMC5,False
ENSG00000198888,MT-ND1,False
ENSG00000198889,DCAF12L1,False
ENSG00000198890,PRMT6,False
ENSG00000198892,SHISA4,False
ENSG00000198894,CIPC,False
ENSG00000198898,CAPZA2,False
ENSG00000198899,MT-ATP6,False
ENSG00000198900,TOP1,False
ENSG00000198901,PRC1,False
ENSG00000198908,BHLHB9,False
ENSG00000198909,MAP3K3,False
ENSG00000198910,L1CAM,False
ENSG00000198911,SREBF2,False
ENSG00000198912,C1orf174,False
ENSG00000198914,POU3F3,False
ENSG00000198915,RASGEF1A,False
ENSG00000198917,C9orf114,False
ENSG00000198918,RPL39,True
ENSG00000198919,DZIP3,False
ENSG00000198920,KIAA0753,False
ENSG00000198924,DCLRE1A,False
ENSG00000198925,ATG9A,False
ENSG00000198929,NOS1AP,False
ENSG00000198930,CSAG1,False
ENSG00000198931,APRT,False
ENSG00000198932,GPRASP1,False
ENSG00000198933,TBKBP1,False
ENSG00000198934,MAGEE1,False
ENSG00000198937,CCDC167,False
ENSG00000198938,MT-CO3,False
ENSG00000198939,ZFP2,False
ENSG00000198944,SOWAHA,False
ENSG00000198945,L3MBTL3,False
ENSG00000198947,DMD,False
ENSG00000198948,MFAP3L,False
ENSG00000198951,NAGA,False
ENSG00000198952,SMG5,False
ENSG00000198954,KIAA1279,False
ENSG00000198959,TGM2,False
ENSG00000198960,ARMCX6,False
ENSG00000198961,PJA2,False
ENSG00000198963,RORB,False
ENSG00000198964,SGMS1,False
ENSG00000203326,ZNF525,False
ENSG00000203485,INF2,False
ENSG00000203618,GP1BB,False
ENSG00000203666,EFCAB2,False
ENSG00000203668,CHML,False
ENSG00000203685,C1orf95,False
ENSG00000203690,TCP10,False
ENSG00000203697,CAPN8,False
ENSG00000203705,TATDN3,False
ENSG00000203710,CR1,False
ENSG00000203711,C6orf99,False
ENSG00000203724,C1orf53,False
ENSG00000203727,SAMD5,False
ENSG00000203730,TEDDM1,False
ENSG00000203734,ECT2L,False
ENSG00000203740,METTL11B,False
ENSG00000203747,FCGR3A,False
ENSG00000203756,TMEM244,False
ENSG00000203760,CENPW,False
ENSG00000203772,SPRN,False
ENSG00000203778,FAM229B,False
ENSG00000203780,FANK1,False
ENSG00000203782,LOR,False
ENSG00000203784,LELP1,False
ENSG00000203785,SPRR2E,False
ENSG00000203791,METTL10,False
ENSG00000203795,FAM24A,False
ENSG00000203797,DDO,False
ENSG00000203805,PPAPDC1A,False
ENSG00000203814,HIST2H2BF,False
ENSG00000203818,HIST2H3PS2,False
ENSG00000203837,PNLIPRP3,False
ENSG00000203857,HSD3B1,False
ENSG00000203859,HSD3B2,False
ENSG00000203867,RBM20,False
ENSG00000203872,C6orf163,False
ENSG00000203877,RIPPLY2,False
ENSG00000203879,GDI1,False
ENSG00000203880,PCMTD2,False
ENSG00000203883,SOX18,False
ENSG00000203896,LIME1,False
ENSG00000203907,OOEP,False
ENSG00000203909,DPPA5,False
ENSG00000203910,C1orf146,False
ENSG00000203923,SPANXN1,False
ENSG00000203933,CXorf66,False
ENSG00000203942,C10orf62,False
ENSG00000203943,SAMD13,False
ENSG00000203950,FAM127B,False
ENSG00000203952,CCDC160,False
ENSG00000203963,C1orf141,False
ENSG00000203965,EFCAB7,False
ENSG00000203970,DEFB110,False
ENSG00000203985,LDLRAD1,False
ENSG00000203989,RHOXF2B,False
ENSG00000203995,ZYG11A,False
ENSG00000204001,LCN8,False
ENSG00000204003,LCN6,False
ENSG00000204006,C1orf185,False
ENSG00000204010,IFIT1B,False
ENSG00000204019,CT83,False
ENSG00000204020,LIPN,False
ENSG00000204022,LIPJ,False
ENSG00000204052,LRRC73,False
ENSG00000204060,FOXO6,False
ENSG00000204065,TCEAL5,False
ENSG00000204070,SYS1,False
ENSG00000204071,TCEAL6,False
ENSG00000204084,INPP5B,False
ENSG00000204086,RPA4,False
ENSG00000204099,NEU4,False
ENSG00000204103,MAFB,False
ENSG00000204104,TRAF3IP1,False
ENSG00000204116,CHIC1,False
ENSG00000204118,NAP1L6,False
ENSG00000204120,GIGYF2,False
ENSG00000204128,C2orf72,False
ENSG00000204130,RUFY2,False
ENSG00000204131,NHSL2,False
ENSG00000204138,PHACTR4,False
ENSG00000204140,CLPSL1,False
ENSG00000204147,ASAH2B,False
ENSG00000204149,AGAP6,False
ENSG00000204152,TIMM23B,False
ENSG00000204160,ZDHHC18,False
ENSG00000204161,C10orf128,False
ENSG00000204165,CXorf65,False
ENSG00000204172,AGAP10,False
ENSG00000204175,GPRIN2,False
ENSG00000204176,SYT15,False
ENSG00000204178,TMEM57,False
ENSG00000204179,PTPN20A,False
ENSG00000204186,ZDBF2,False
ENSG00000204193,TXNDC8,False
ENSG00000204209,DAXX,False
ENSG00000204217,BMPR2,False
ENSG00000204219,TCEA3,False
ENSG00000204220,PFDN6,False
ENSG00000204227,RING1,False
ENSG00000204228,HSD17B8,False
ENSG00000204231,RXRB,False
ENSG00000204237,OXLD1,False
ENSG00000204246,OR13C3,False
ENSG00000204248,COL11A2,False
ENSG00000204252,HLA-DOA,False
ENSG00000204256,BRD2,False
ENSG00000204257,HLA-DMA,False
ENSG00000204262,COL5A2,False
ENSG00000204264,PSMB8,False
ENSG00000204267,TAP2,False
ENSG00000204271,SPIN3,False
ENSG00000204278,TMEM235,False
ENSG00000204279,PAGE3,False
ENSG00000204287,HLA-DRA,False
ENSG00000204290,BTNL2,False
ENSG00000204291,COL15A1,False
ENSG00000204296,C6orf10,False
ENSG00000204300,TMEM225,False
ENSG00000204301,NOTCH4,False
ENSG00000204304,PBX2,False
ENSG00000204305,AGER,False
ENSG00000204308,RNF5,False
ENSG00000204310,AGPAT1,False
ENSG00000204311,DFNB59,False
ENSG00000204314,PRRT1,False
ENSG00000204315,FKBPL,False
ENSG00000204316,MRPL38,True
ENSG00000204323,SMIM5,False
ENSG00000204334,ERICH2,False
ENSG00000204335,SP5,False
ENSG00000204344,STK19,False
ENSG00000204348,DXO,False
ENSG00000204351,SKIV2L,False
ENSG00000204352,C9orf129,False
ENSG00000204356,NELFE,False
ENSG00000204363,SPANXN5,False
ENSG00000204366,ZBTB12,False
ENSG00000204370,SDHD,False
ENSG00000204371,EHMT2,False
ENSG00000204381,LAYN,False
ENSG00000204385,SLC44A4,False
ENSG00000204386,NEU1,False
ENSG00000204387,C6orf48,False
ENSG00000204388,HSPA1B,False
ENSG00000204389,HSPA1A,False
ENSG00000204390,HSPA1L,False
ENSG00000204392,LSM2,False
ENSG00000204394,VARS,False
ENSG00000204396,VWA7,False
ENSG00000204397,CARD16,False
ENSG00000204406,MBD5,False
ENSG00000204410,MSH5,False
ENSG00000204420,C6orf25,False
ENSG00000204424,LY6G6F,False
ENSG00000204427,ABHD16A,False
ENSG00000204428,LY6G5C,False
ENSG00000204435,CSNK2B,False
ENSG00000204438,GPANK1,False
ENSG00000204439,C6orf47,False
ENSG00000204442,FAM155A,False
ENSG00000204444,APOM,False
ENSG00000204463,BAG6,False
ENSG00000204464,C1orf195,False
ENSG00000204469,PRRC2A,False
ENSG00000204472,AIF1,False
ENSG00000204475,NCR3,False
ENSG00000204481,PRAMEF14,False
ENSG00000204482,LST1,False
ENSG00000204498,NFKBIL1,False
ENSG00000204511,MCCD1,False
ENSG00000204514,ZNF814,False
ENSG00000204516,MICB,False
ENSG00000204519,ZNF551,False
ENSG00000204520,MICA,False
ENSG00000204524,ZNF805,False
ENSG00000204525,HLA-C,False
ENSG00000204531,POU5F1,False
ENSG00000204536,CCHCR1,False
ENSG00000204538,PSORS1C2,False
ENSG00000204539,CDSN,False
ENSG00000204540,PSORS1C1,False
ENSG00000204544,MUC21,False
ENSG00000204548,DEFB121,False
ENSG00000204560,DHX16,False
ENSG00000204564,C6orf136,False
ENSG00000204568,MRPS18B,True
ENSG00000204569,PPP1R10,False
ENSG00000204574,ABCF1,False
ENSG00000204576,PRR3,False
ENSG00000204577,LILRB3,False
ENSG00000204580,DDR1,False
ENSG00000204583,LRCOL1,False
ENSG00000204590,GNL1,False
ENSG00000204592,HLA-E,False
ENSG00000204599,TRIM39,False
ENSG00000204604,ZNF468,False
ENSG00000204610,TRIM15,False
ENSG00000204611,ZNF616,False
ENSG00000204613,TRIM10,False
ENSG00000204614,TRIM40,False
ENSG00000204616,TRIM31,False
ENSG00000204618,RNF39,False
ENSG00000204619,PPP1R11,False
ENSG00000204624,PTCHD2,False
ENSG00000204628,GNB2L1,False
ENSG00000204632,HLA-G,False
ENSG00000204634,TBC1D8,False
ENSG00000204642,HLA-F,False
ENSG00000204644,ZFP57,False
ENSG00000204653,ASPDH,False
ENSG00000204655,MOG,False
ENSG00000204661,C5orf60,False
ENSG00000204669,C9orf57,False
ENSG00000204673,AKT1S1,False
ENSG00000204677,FAM153C,False
ENSG00000204681,GABBR1,False
ENSG00000204682,CASC10,False
ENSG00000204688,OR2H1,False
ENSG00000204694,OR11A1,False
ENSG00000204710,SPDYC,False
ENSG00000204711,C9orf135,False
ENSG00000204713,TRIM27,False
ENSG00000204740,MALRD1,False
ENSG00000204764,RANBP17,False
ENSG00000204767,FAM196B,False
ENSG00000204815,TTC25,False
ENSG00000204822,MRPL53,True
ENSG00000204839,MROH6,False
ENSG00000204842,ATXN2,False
ENSG00000204843,DCTN1,False
ENSG00000204851,PNMAL2,False
ENSG00000204852,TCTN1,False
ENSG00000204856,FAM216A,False
ENSG00000204859,ZBTB48,False
ENSG00000204866,IGFL2,False
ENSG00000204869,IGFL4,False
ENSG00000204899,MZT1,False
ENSG00000204920,ZNF155,False
ENSG00000204922,UQCC3,False
ENSG00000204923,FBXO48,False
ENSG00000204928,GRXCR2,False
ENSG00000204930,FAM221B,False
ENSG00000204936,CD177,False
ENSG00000204941,PSG5,False
ENSG00000204946,ZNF783,False
ENSG00000204947,ZNF425,False
ENSG00000204950,LRRC10B,False
ENSG00000204952,FBXO47,False
ENSG00000204963,PCDHA7,False
ENSG00000204970,PCDHA1,False
ENSG00000204977,TRIM13,False
ENSG00000204979,MS4A13,False
ENSG00000204983,PRSS1,False
ENSG00000204991,SPIRE2,False
ENSG00000205002,AARD,False
ENSG00000205038,PKHD1L1,False
ENSG00000205045,SLFN12L,False
ENSG00000205060,SLC35B4,False
ENSG00000205078,SYCE1L,False
ENSG00000205081,CXorf30,False
ENSG00000205084,TMEM231,False
ENSG00000205085,FAM71F2,False
ENSG00000205090,TMEM240,False
ENSG00000205106,AC044839.1,False
ENSG00000205108,FAM205A,False
ENSG00000205111,CDKL4,False
ENSG00000205116,TMEM88B,False
ENSG00000205129,C4orf47,False
ENSG00000205133,TRIQK,False
ENSG00000205138,SDHAF1,False
ENSG00000205155,PSENEN,False
ENSG00000205174,C7orf66,False
ENSG00000205189,ZBTB10,False
ENSG00000205208,C4orf46,False
ENSG00000205212,CCDC144NL,False
ENSG00000205213,LGR4,False
ENSG00000205220,PSMB10,False
ENSG00000205221,VIT,False
ENSG00000205246,RPSAP58,True
ENSG00000205250,E2F4,False
ENSG00000205268,PDE7A,False
ENSG00000205269,TMEM170B,False
ENSG00000205277,MUC12,False
ENSG00000205279,CTXN3,False
ENSG00000205301,MGAT4D,False
ENSG00000205302,SNX2,False
ENSG00000205307,SAP25,False
ENSG00000205309,NT5M,False
ENSG00000205323,SARNP,False
ENSG00000205336,GPR56,False
ENSG00000205339,IPO7,False
ENSG00000205352,PRR13,False
ENSG00000205356,TECPR1,False
ENSG00000205358,MT1H,False
ENSG00000205359,SLCO6A1,False
ENSG00000205362,MT1A,False
ENSG00000205363,C15orf59,False
ENSG00000205364,MT1M,False
ENSG00000205403,CFI,False
ENSG00000205413,SAMD9,False
ENSG00000205420,KRT6A,False
ENSG00000205423,CNEP1R1,False
ENSG00000205426,KRT81,False
ENSG00000205436,EXOC3L4,False
ENSG00000205442,IZUMO3,False
ENSG00000205456,TP53TG3D,False
ENSG00000205457,TP53TG3C,False
ENSG00000205464,ATP6AP1L,False
ENSG00000205476,CCDC85C,False
ENSG00000205502,C2CD4B,False
ENSG00000205517,RGL3,False
ENSG00000205531,NAP1L4,False
ENSG00000205542,TMSB4X,False
ENSG00000205544,TMEM256,False
ENSG00000205549,C9orf92,False
ENSG00000205560,CPT1B,False
ENSG00000205571,SMN2,False
ENSG00000205572,SERF1B,False
ENSG00000205581,HMGN1,False
ENSG00000205593,DENND6B,False
ENSG00000205609,EIF3CL,False
ENSG00000205629,LCMT1,False
ENSG00000205639,MFSD2B,False
ENSG00000205642,VCX3B,False
ENSG00000205643,CDPF1,False
ENSG00000205649,HTN3,False
ENSG00000205659,LIN52,False
ENSG00000205669,ACOT6,False
ENSG00000205670,SMIM11,False
ENSG00000205678,TECRL,False
ENSG00000205683,DPF3,False
ENSG00000205707,LYRM5,False
ENSG00000205710,C17orf107,False
ENSG00000205726,ITSN1,False
ENSG00000205730,ITPRIPL2,False
ENSG00000205744,DENND1C,False
ENSG00000205758,CRYZL1,False
ENSG00000205765,C5orf51,False
ENSG00000205777,GAGE1,False
ENSG00000205784,ARRDC5,False
ENSG00000205795,CYS1,False
ENSG00000205808,PPAPDC2,False
ENSG00000205809,KLRC2,False
ENSG00000205832,C16orf96,False
ENSG00000205835,GMNC,False
ENSG00000205838,TTC23L,False
ENSG00000205846,CLEC6A,False
ENSG00000205853,RFPL3S,False
ENSG00000205856,C22orf42,False
ENSG00000205858,LRRC72,False
ENSG00000205863,C1QTNF9B,False
ENSG00000205867,KRTAP5-2,False
ENSG00000205882,DEFB134,False
ENSG00000205903,ZNF316,False
ENSG00000205923,CEMP1,False
ENSG00000205927,OLIG2,False
ENSG00000205929,C21orf62,False
ENSG00000205937,RNPS1,False
ENSG00000205978,NYNRIN,False
ENSG00000205981,DNAJC19,False
ENSG00000206026,SMIM21,False
ENSG00000206043,C18orf63,False
ENSG00000206052,DOK6,False
ENSG00000206053,HN1L,False
ENSG00000206072,SERPINB11,False
ENSG00000206073,SERPINB4,False
ENSG00000206075,SERPINB5,False
ENSG00000206077,ZDHHC11B,False
ENSG00000206172,HBA1,False
ENSG00000206177,HBM,False
ENSG00000206190,ATP10A,False
ENSG00000206203,TSSK2,False
ENSG00000206262,FOXL2NB,False
ENSG00000206344,HCG27,False
ENSG00000206384,COL6A6,False
ENSG00000206418,RAB12,False
ENSG00000206422,LRRC30,False
ENSG00000206432,TMEM200C,False
ENSG00000206503,HLA-A,False
ENSG00000206527,PTPLB,False
ENSG00000206530,CFAP44,False
ENSG00000206531,CD200R1L,False
ENSG00000206535,LNP1,False
ENSG00000206538,VGLL3,False
ENSG00000206549,PRSS50,False
ENSG00000206557,TRIM71,False
ENSG00000206559,ZCWPW2,False
ENSG00000206560,ANKRD28,False
ENSG00000206561,COLQ,False
ENSG00000206562,METTL6,False
ENSG00000206579,XKR4,False
ENSG00000211445,GPX3,False
ENSG00000211448,DIO2,False
ENSG00000211450,C11orf31,False
ENSG00000211452,DIO1,False
ENSG00000211455,STK38L,False
ENSG00000211456,SACM1L,False
ENSG00000211460,TSN,False
ENSG00000211584,SLC48A1,False
ENSG00000212122,TSSK1B,False
ENSG00000212123,PRR22,False
ENSG00000212127,TAS2R14,False
ENSG00000212710,CTAGE1,False
ENSG00000212719,C17orf51,False
ENSG00000212747,FAM127C,False
ENSG00000212864,RNF208,False
ENSG00000212907,MT-ND4L,False
ENSG00000212916,MAP10,False
ENSG00000213015,ZNF580,False
ENSG00000213020,ZNF611,False
ENSG00000213023,SYT3,False
ENSG00000213024,NUP62,False
ENSG00000213047,DENND1B,False
ENSG00000213064,SFT2D2,False
ENSG00000213066,FGFR1OP,False
ENSG00000213077,FAM106A,False
ENSG00000213079,SCAF8,False
ENSG00000213085,CFAP45,False
ENSG00000213088,ACKR1,False
ENSG00000213096,ZNF254,False
ENSG00000213123,TCTEX1D2,False
ENSG00000213139,CRYGS,False
ENSG00000213145,CRIP1,False
ENSG00000213160,KLHL23,False
ENSG00000213171,LINGO4,False
ENSG00000213185,FAM24B,False
ENSG00000213186,TRIM59,False
ENSG00000213190,MLLT11,False
ENSG00000213199,ASIC3,False
ENSG00000213203,GIMAP1,False
ENSG00000213214,ARHGEF35,False
ENSG00000213221,DNLZ,False
ENSG00000213231,TCL1B,False
ENSG00000213246,SUPT4H1,False
ENSG00000213281,NRAS,False
ENSG00000213297,ZNF625-ZNF20,False
ENSG00000213337,ANKRD39,False
ENSG00000213339,QTRT1,False
ENSG00000213341,CHUK,False
ENSG00000213366,GSTM2,False
ENSG00000213380,COG8,False
ENSG00000213390,ARHGAP19,False
ENSG00000213397,HAUS7,False
ENSG00000213398,LCAT,False
ENSG00000213401,MAGEA12,False
ENSG00000213402,PTPRCAP,False
ENSG00000213413,PVRIG,False
ENSG00000213420,GPC2,False
ENSG00000213424,KRT222,False
ENSG00000213445,SIPA1,False
ENSG00000213462,ERV3-1,False
ENSG00000213463,SYNJ2BP,False
ENSG00000213465,ARL2,False
ENSG00000213512,GBP7,False
ENSG00000213516,RBMXL1,False
ENSG00000213523,SRA1,False
ENSG00000213533,TMEM110,False
ENSG00000213551,DNAJC9,False
ENSG00000213563,C8orf82,False
ENSG00000213578,CPLX3,False
ENSG00000213585,VDAC1,False
ENSG00000213588,ZBTB9,False
ENSG00000213593,TMX2,False
ENSG00000213614,HEXA,False
ENSG00000213619,NDUFS3,False
ENSG00000213625,LEPROT,False
ENSG00000213626,LBH,False
ENSG00000213638,ADAT3,False
ENSG00000213639,PPP1CB,False
ENSG00000213654,GPSM3,False
ENSG00000213658,LAT,False
ENSG00000213672,NCKIPSD,False
ENSG00000213676,ATF6B,False
ENSG00000213689,TREX1,False
ENSG00000213694,S1PR3,False
ENSG00000213699,SLC35F6,False
ENSG00000213714,FAM209B,False
ENSG00000213719,CLIC1,False
ENSG00000213722,DDAH2,False
ENSG00000213741,RPS29,True
ENSG00000213759,UGT2B11,False
ENSG00000213760,ATP6V1G2,False
ENSG00000213762,ZNF134,False
ENSG00000213780,GTF2H4,False
ENSG00000213782,DDX47,False
ENSG00000213799,ZNF845,False
ENSG00000213809,KLRK1,False
ENSG00000213853,EMP2,False
ENSG00000213859,KCTD11,False
ENSG00000213865,C8orf44,False
ENSG00000213886,UBD,False
ENSG00000213889,PPM1N,False
ENSG00000213901,SLC23A3,False
ENSG00000213903,LTB4R,False
ENSG00000213906,LTB4R2,False
ENSG00000213918,DNASE1,False
ENSG00000213923,CSNK1E,False
ENSG00000213928,IRF9,False
ENSG00000213930,GALT,False
ENSG00000213931,HBE1,False
ENSG00000213949,ITGA1,False
ENSG00000213965,NUDT19,False
ENSG00000213967,ZNF726,False
ENSG00000213977,TAX1BP3,False
ENSG00000213983,AP1G2,False
ENSG00000213988,ZNF90,False
ENSG00000213995,CARKD,False
ENSG00000213996,TM6SF2,False
ENSG00000213999,MEF2B,False
ENSG00000214013,GANC,False
ENSG00000214021,TTLL3,False
ENSG00000214022,REPIN1,False
ENSG00000214026,MRPL23,True
ENSG00000214029,ZNF891,False
ENSG00000214046,SMIM7,False
ENSG00000214050,FBXO16,False
ENSG00000214063,TSPAN4,False
ENSG00000214078,CPNE1,False
ENSG00000214087,ARL16,False
ENSG00000214097,SMCO1,False
ENSG00000214107,MAGEB1,False
ENSG00000214113,LYRM4,False
ENSG00000214114,MYCBP,False
ENSG00000214128,TMEM213,False
ENSG00000214140,PRCD,False
ENSG00000214160,ALG3,False
ENSG00000214189,ZNF788,False
ENSG00000214193,SH3D21,False
ENSG00000214212,C19orf38,False
ENSG00000214226,C17orf67,False
ENSG00000214253,FIS1,False
ENSG00000214274,ANG,False
ENSG00000214290,COLCA2,False
ENSG00000214300,SPDYE3,False
ENSG00000214309,MBLAC1,False
ENSG00000214357,NEURL1B,False
ENSG00000214360,EFCAB9,False
ENSG00000214367,HAUS3,False
ENSG00000214376,VSTM5,False
ENSG00000214413,BBIP1,False
ENSG00000214435,AS3MT,False
ENSG00000214447,FAM187A,False
ENSG00000214456,PLIN5,False
ENSG00000214491,SEC14L6,False
ENSG00000214510,SPINK13,False
ENSG00000214517,PPME1,False
ENSG00000214530,STARD10,False
ENSG00000214575,CPEB1,False
ENSG00000214595,EML6,False
ENSG00000214652,ZNF727P,False
ENSG00000214655,ZSWIM8,False
ENSG00000214681,IQCF5,False
ENSG00000214686,IQCF6,False
ENSG00000214688,C10orf105,False
ENSG00000214700,C12orf71,False
ENSG00000214706,IFRD2,False
ENSG00000214717,ZBED1,False
ENSG00000214732,RP1-139D8.6,False
ENSG00000214736,TOMM6,False
ENSG00000214753,HNRNPUL2,False
ENSG00000214756,METTL12,False
ENSG00000214787,MS4A4E,False
ENSG00000214814,FER1L6,False
ENSG00000214819,CDRT15L2,False
ENSG00000214827,MTCP1,False
ENSG00000214842,RAD51AP2,False
ENSG00000214866,DCDC2C,False
ENSG00000214872,SMTNL1,False
ENSG00000214929,SPATA31D1,False
ENSG00000214941,ZSWIM7,False
ENSG00000214944,ARHGEF28,False
ENSG00000214954,LRRC69,False
ENSG00000214960,ISPD,False
ENSG00000215009,ACSM4,False
ENSG00000215012,C22orf29,False
ENSG00000215018,COL28A1,False
ENSG00000215021,PHB2,False
ENSG00000215041,NEURL4,False
ENSG00000215114,UBXN2B,False
ENSG00000215126,CBWD7,False
ENSG00000215131,C16orf90,False
ENSG00000215182,MUC5AC,False
ENSG00000215183,MSMP,False
ENSG00000215187,FAM166B,False
ENSG00000215193,PEX26,False
ENSG00000215203,GRXCR1,False
ENSG00000215217,C5orf49,False
ENSG00000215218,UBE2QL1,False
ENSG00000215251,FASTKD5,False
ENSG00000215252,GOLGA8B,False
ENSG00000215262,KCNU1,False
ENSG00000215271,HOMEZ,False
ENSG00000215301,DDX3X,False
ENSG00000215305,VPS16,False
ENSG00000215375,MYL5,False
ENSG00000215397,SCRT2,False
ENSG00000215421,ZNF407,False
ENSG00000215440,NPEPL1,False
ENSG00000215568,GAB4,False
ENSG00000215644,GCGR,False
ENSG00000215712,TMEM242,False
ENSG00000215717,TMEM167B,False
ENSG00000215788,TNFRSF25,False
ENSG00000215845,TSTD1,False
ENSG00000215910,C1orf167,False
ENSG00000215912,TTC34,False
ENSG00000215915,ATAD3C,False
ENSG00000216490,IFI30,False
ENSG00000216588,IGSF23,False
ENSG00000216937,CCDC7,False
ENSG00000217128,FNIP1,False
ENSG00000217236,SP9,False
ENSG00000217442,SYCE3,False
ENSG00000217555,CKLF,False
ENSG00000217930,PAM16,False
ENSG00000218336,TENM3,False
ENSG00000218739,CEBPZOS,False
ENSG00000218819,TDRD15,False
ENSG00000218823,PAPOLB,False
ENSG00000218891,ZNF579,False
ENSG00000219073,CELA3B,False
ENSG00000219200,RNASEK,False
ENSG00000219435,TEX40,False
ENSG00000219438,FAM19A5,False
ENSG00000219481,NBPF1,False
ENSG00000219545,RPA3OS,False
ENSG00000219607,PPP1R3G,False
ENSG00000219626,FAM228B,False
ENSG00000220008,LINGO3,False
ENSG00000220205,VAMP2,False
ENSG00000221818,EBF2,False
ENSG00000221821,C6orf226,False
ENSG00000221823,PPP3R1,False
ENSG00000221829,FANCG,False
ENSG00000221838,AP4M1,False
ENSG00000221843,C2orf16,False
ENSG00000221866,PLXNA4,False
ENSG00000221867,MAGEA3,False
ENSG00000221869,CEBPD,False
ENSG00000221870,TMEM257,False
ENSG00000221886,ZBED8,False
ENSG00000221887,HMSD,False
ENSG00000221888,OR1C1,False
ENSG00000221890,NPTXR,False
ENSG00000221900,POM121L12,False
ENSG00000221909,FAM200A,False
ENSG00000221914,PPP2R2A,False
ENSG00000221916,C19orf73,False
ENSG00000221923,ZNF880,False
ENSG00000221926,TRIM16,False
ENSG00000221932,HEPN1,False
ENSG00000221944,TIGD1,False
ENSG00000221946,FXYD7,False
ENSG00000221947,XKR9,False
ENSG00000221955,SLC12A8,False
ENSG00000221962,TMEM14E,False
ENSG00000221963,APOL6,False
ENSG00000221968,FADS3,False
ENSG00000221972,C3orf36,False
ENSG00000221978,CCNL2,False
ENSG00000221983,UBA52,False
ENSG00000221986,MYBPHL,False
ENSG00000221988,PPT2,False
ENSG00000221990,C5orf55,False
ENSG00000221994,ZNF630,False
ENSG00000221995,TIAF1,False
ENSG00000222009,BTBD19,False
ENSG00000222011,FAM185A,False
ENSG00000222014,RAB6C,False
ENSG00000222047,C10orf55,False
ENSG00000223496,EXOSC6,False
ENSG00000223501,VPS52,False
ENSG00000223510,CDRT15,False
ENSG00000223547,ZNF844,False
ENSG00000223572,CKMT1A,False
ENSG00000223601,EBLN1,False
ENSG00000223609,HBD,False
ENSG00000223802,CERS1,False
ENSG00000223865,HLA-DPB1,False
ENSG00000223953,C1QTNF5,False
ENSG00000224051,CPTP,False
ENSG00000224383,PRR29,False
ENSG00000224389,C4B,False
ENSG00000224470,ATXN1L,False
ENSG00000224531,SMIM13,False
ENSG00000224586,GPX5,False
ENSG00000224689,ZNF812,False
ENSG00000224712,NPIPA3,False
ENSG00000224877,C17orf89,False
ENSG00000224916,APOC4-APOC2,False
ENSG00000224940,PRRT4,False
ENSG00000224982,TMEM233,False
ENSG00000225190,PLEKHM1,False
ENSG00000225362,CT62,False
ENSG00000225526,MKRN2OS,False
ENSG00000225614,ZNF469,False
ENSG00000225663,FAM195B,False
ENSG00000225697,SLC26A6,False
ENSG00000225828,FAM229A,False
ENSG00000225830,ERCC6,False
ENSG00000225921,NOL7,False
ENSG00000225940,AC022431.2,False
ENSG00000225950,NTF4,False
ENSG00000225968,ELFN1,False
ENSG00000226124,FTCDNL1,False
ENSG00000226372,DCAF8L1,False
ENSG00000226479,TMEM185B,False
ENSG00000226524,C6orf164,False
ENSG00000226650,KIF4B,False
ENSG00000226742,HSBP1L1,False
